sample-id,absolute-filepath,direction
C.diarrhea.057_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/C.diarrhea.057_run1_R2.fastq.gz,reverse
Bgsng7173.m25_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7173.m25_run1_R2.fastq.gz,reverse
Bgsng7114.m30_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7114.m30_run1_R2.fastq.gz,reverse
C.diarrhea.083_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/C.diarrhea.083_run1_R1.fastq.gz,forward
G.recovery.d003_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/G.recovery.d003_run1_R1.fastq.gz,forward
Bgsng7096.m36_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7096.m36_run1_R1.fastq.gz,forward
G.recovery.d009_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/G.recovery.d009_run1_R2.fastq.gz,reverse
D.recovery.d012_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/D.recovery.d012_run1_R2.fastq.gz,reverse
F.recovery.d007_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/F.recovery.d007_run1_R1.fastq.gz,forward
Bgsng7035.m36_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7035.m36_run1_R2.fastq.gz,reverse
Bgsng7018.m29_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7018.m29_run1_R1.fastq.gz,forward
Bgsng7204.m35_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7204.m35_run1_R2.fastq.gz,reverse
A.recovery.d009_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/A.recovery.d009_run1_R1.fastq.gz,forward
B.diarrhea.052_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/B.diarrhea.052_run1_R1.fastq.gz,forward
Bgsng7142.m30_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7142.m30_run1_R1.fastq.gz,forward
G.recovery.d023_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/G.recovery.d023_run1_R2.fastq.gz,reverse
Bgsng7202.m33_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7202.m33_run1_R1.fastq.gz,forward
C.diarrhea.097_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/C.diarrhea.097_run1_R1.fastq.gz,forward
Bgsng7155.m35_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7155.m35_run1_R1.fastq.gz,forward
B.diarrhea.056_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/B.diarrhea.056_run1_R1.fastq.gz,forward
A.diarrhea.end_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/A.diarrhea.end_run1_R1.fastq.gz,forward
G.recovery.d037_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/G.recovery.d037_run1_R1.fastq.gz,forward
Bgsng7106.m36_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7106.m36_run1_R1.fastq.gz,forward
Bgsng7018.m30_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7018.m30_run1_R2.fastq.gz,reverse
D.recovery.d023_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/D.recovery.d023_run1_R1.fastq.gz,forward
D.recovery.d006_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/D.recovery.d006_run1_R1.fastq.gz,forward
C.diarrhea.011_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/C.diarrhea.011_run1_R2.fastq.gz,reverse
Bgsng7142.m27_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7142.m27_run1_R2.fastq.gz,reverse
D.recovery.d086_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/D.recovery.d086_run1_R1.fastq.gz,forward
A.recovery.d018_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/A.recovery.d018_run1_R1.fastq.gz,forward
A.diarrhea.016_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/A.diarrhea.016_run1_R1.fastq.gz,forward
Bgsng7052.m25_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7052.m25_run1_R1.fastq.gz,forward
Bgsng7177.m31_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7177.m31_run1_R1.fastq.gz,forward
B.diarrhea.048_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/B.diarrhea.048_run1_R2.fastq.gz,reverse
A.diarrhea.096_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/A.diarrhea.096_run1_R1.fastq.gz,forward
B.recovery.d088_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/B.recovery.d088_run1_R1.fastq.gz,forward
Bgsng7178.m26_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7178.m26_run1_R2.fastq.gz,reverse
Bgsng7155.m27_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7155.m27_run1_R2.fastq.gz,reverse
C.recovery.d017_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/C.recovery.d017_run1_R1.fastq.gz,forward
B.diarrhea.056_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/B.diarrhea.056_run1_R2.fastq.gz,reverse
Bgsng7082.m26_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7082.m26_run1_R1.fastq.gz,forward
G.diarrhea.026_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/G.diarrhea.026_run1_R1.fastq.gz,forward
Bgsng8064.m28_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng8064.m28_run1_R1.fastq.gz,forward
Bgsng7096.m28_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7096.m28_run1_R2.fastq.gz,reverse
Bgsng7178.m30_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7178.m30_run1_R2.fastq.gz,reverse
Bgsng7177.m29_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7177.m29_run1_R1.fastq.gz,forward
Bgsng7173.m32_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7173.m32_run1_R1.fastq.gz,forward
E.diarrhea.007_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/E.diarrhea.007_run1_R1.fastq.gz,forward
Bgsng7204.m26_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7204.m26_run1_R2.fastq.gz,reverse
B.recovery.d010_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/B.recovery.d010_run1_R2.fastq.gz,reverse
G.recovery.d015_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/G.recovery.d015_run1_R2.fastq.gz,reverse
Bgsng7173.m32_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7173.m32_run1_R2.fastq.gz,reverse
F.recovery.d005_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/F.recovery.d005_run1_R1.fastq.gz,forward
Bgsng7173.m36_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7173.m36_run1_R1.fastq.gz,forward
B.recovery.d052_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/B.recovery.d052_run1_R1.fastq.gz,forward
B.diarrhea.055_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/B.diarrhea.055_run1_R2.fastq.gz,reverse
G.diarrhea.018_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/G.diarrhea.018_run1_R1.fastq.gz,forward
F.recovery.d010_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/F.recovery.d010_run1_R2.fastq.gz,reverse
A.diarrhea.095_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/A.diarrhea.095_run1_R2.fastq.gz,reverse
Bgsng7106.m33_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7106.m33_run1_R2.fastq.gz,reverse
A.diarrhea.032_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/A.diarrhea.032_run1_R1.fastq.gz,forward
Bgsng7035.m27_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7035.m27_run1_R1.fastq.gz,forward
Bgsng7128.m33_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7128.m33_run1_R1.fastq.gz,forward
A.diarrhea.032_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/A.diarrhea.032_run1_R2.fastq.gz,reverse
Bgsng7150.m32_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7150.m32_run1_R2.fastq.gz,reverse
C.diarrhea.011_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/C.diarrhea.011_run1_R1.fastq.gz,forward
Bgsng7131.m25_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7131.m25_run1_R2.fastq.gz,reverse
Bgsng7096.m32_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7096.m32_run1_R1.fastq.gz,forward
B.diarrhea.047_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/B.diarrhea.047_run1_R2.fastq.gz,reverse
Bgsng7131.m31_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7131.m31_run1_R2.fastq.gz,reverse
Bgsng7150.m32_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7150.m32_run1_R1.fastq.gz,forward
D.recovery.d014_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/D.recovery.d014_run1_R2.fastq.gz,reverse
Bgsng7128.m25_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7128.m25_run1_R2.fastq.gz,reverse
Bgsng8064.m36_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng8064.m36_run1_R2.fastq.gz,reverse
Bgsng7114.m25_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7114.m25_run1_R2.fastq.gz,reverse
B.diarrhea.038_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/B.diarrhea.038_run1_R2.fastq.gz,reverse
Bgsng7071.m35_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7071.m35_run1_R1.fastq.gz,forward
Bgsng7192.m28_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7192.m28_run1_R1.fastq.gz,forward
Bgsng7155.m25_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7155.m25_run1_R1.fastq.gz,forward
E.diarrhea.058_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/E.diarrhea.058_run1_R1.fastq.gz,forward
B.diarrhea.020_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/B.diarrhea.020_run1_R2.fastq.gz,reverse
Bgsng7155.m31_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7155.m31_run1_R2.fastq.gz,reverse
F.diarrhea.029_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/F.diarrhea.029_run1_R1.fastq.gz,forward
A.diarrhea.080_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/A.diarrhea.080_run1_R1.fastq.gz,forward
A.diarrhea.024_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/A.diarrhea.024_run1_R1.fastq.gz,forward
G.recovery.d086_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/G.recovery.d086_run1_R2.fastq.gz,reverse
Bgsng7096.m34_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7096.m34_run1_R1.fastq.gz,forward
C.recovery.d031_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/C.recovery.d031_run1_R2.fastq.gz,reverse
E.recovery.d009_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/E.recovery.d009_run1_R1.fastq.gz,forward
F.diarrhea.021_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/F.diarrhea.021_run1_R1.fastq.gz,forward
C.diarrhea.107_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/C.diarrhea.107_run1_R1.fastq.gz,forward
Bgsng7071.m32_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7071.m32_run1_R1.fastq.gz,forward
Bgsng7192.m34_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7192.m34_run1_R2.fastq.gz,reverse
Bgsng7052.m29_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7052.m29_run1_R1.fastq.gz,forward
B.diarrhea.038_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/B.diarrhea.038_run1_R1.fastq.gz,forward
Bgsng7090.m31_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7090.m31_run1_R1.fastq.gz,forward
Bgsng8169.m31_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng8169.m31_run1_R2.fastq.gz,reverse
Bgsng7082.m27_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7082.m27_run1_R2.fastq.gz,reverse
Bgsng7063.m34_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7063.m34_run1_R2.fastq.gz,reverse
Bgsng8169.m30_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng8169.m30_run1_R1.fastq.gz,forward
F.diarrhea.009_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/F.diarrhea.009_run1_R1.fastq.gz,forward
Bgsng7018.m25_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7018.m25_run1_R1.fastq.gz,forward
Bgsng7204.m27_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7204.m27_run1_R1.fastq.gz,forward
Bgsng7150.m31_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7150.m31_run1_R1.fastq.gz,forward
Bgsng7106.m26_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7106.m26_run1_R1.fastq.gz,forward
C.diarrhea.108_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/C.diarrhea.108_run1_R2.fastq.gz,reverse
Bgsng7106.m25_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7106.m25_run1_R2.fastq.gz,reverse
C.diarrhea.082_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/C.diarrhea.082_run1_R1.fastq.gz,forward
Bgsng7096.m34_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7096.m34_run1_R2.fastq.gz,reverse
Bgsng7128.m30_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7128.m30_run1_R2.fastq.gz,reverse
A.recovery.d014_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/A.recovery.d014_run1_R2.fastq.gz,reverse
Bgsng7173.m30_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7173.m30_run1_R1.fastq.gz,forward
A.diarrhea.080_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/A.diarrhea.080_run1_R2.fastq.gz,reverse
F.diarrhea.018_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/F.diarrhea.018_run1_R1.fastq.gz,forward
Bgsng7149.m26_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7149.m26_run1_R1.fastq.gz,forward
Bgsng7149.m27_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7149.m27_run1_R1.fastq.gz,forward
Bgsng7114.m29_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7114.m29_run1_R1.fastq.gz,forward
D.recovery.d008_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/D.recovery.d008_run1_R1.fastq.gz,forward
Bgsng7155.m28_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7155.m28_run1_R2.fastq.gz,reverse
Bgsng7090.m28_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7090.m28_run1_R1.fastq.gz,forward
Bgsng7142.m26_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7142.m26_run1_R2.fastq.gz,reverse
Bgsng7128.m26_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7128.m26_run1_R1.fastq.gz,forward
Bgsng7106.m31_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7106.m31_run1_R2.fastq.gz,reverse
B.diarrhea.046_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/B.diarrhea.046_run1_R2.fastq.gz,reverse
F.diarrhea.005_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/F.diarrhea.005_run1_R2.fastq.gz,reverse
Bgsng7204.m32_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7204.m32_run1_R1.fastq.gz,forward
Bgsng7071.m33_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7071.m33_run1_R2.fastq.gz,reverse
C.recovery.d010_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/C.recovery.d010_run1_R1.fastq.gz,forward
Bgsng7155.m26_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7155.m26_run1_R1.fastq.gz,forward
A.recovery.d006_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/A.recovery.d006_run1_R1.fastq.gz,forward
A.recovery.d007_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/A.recovery.d007_run1_R2.fastq.gz,reverse
Bgsng7082.m33_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7082.m33_run1_R1.fastq.gz,forward
Bgsng7063.m36_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7063.m36_run1_R2.fastq.gz,reverse
Bgsng8064.m34_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng8064.m34_run1_R1.fastq.gz,forward
C.diarrhea.107_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/C.diarrhea.107_run1_R2.fastq.gz,reverse
B.recovery.d007_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/B.recovery.d007_run1_R1.fastq.gz,forward
G.diarrhea.021_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/G.diarrhea.021_run1_R2.fastq.gz,reverse
Bgsng8169.m30_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng8169.m30_run1_R2.fastq.gz,reverse
G.diarrhea.014_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/G.diarrhea.014_run1_R1.fastq.gz,forward
C.diarrhea.044_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/C.diarrhea.044_run1_R2.fastq.gz,reverse
Bgsng7082.m34_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7082.m34_run1_R2.fastq.gz,reverse
Bgsng7178.m35_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7178.m35_run1_R2.fastq.gz,reverse
Bgsng8169.m25_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng8169.m25_run1_R1.fastq.gz,forward
C.diarrhea.096_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/C.diarrhea.096_run1_R2.fastq.gz,reverse
Bgsng7063.m31_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7063.m31_run1_R1.fastq.gz,forward
C.recovery.d052_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/C.recovery.d052_run1_R1.fastq.gz,forward
Bgsng7115.m29_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7115.m29_run1_R1.fastq.gz,forward
C.diarrhea.024_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/C.diarrhea.024_run1_R1.fastq.gz,forward
F.recovery.d031_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/F.recovery.d031_run1_R2.fastq.gz,reverse
Bgsng7202.m26_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7202.m26_run1_R2.fastq.gz,reverse
D.diarrhea.018_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/D.diarrhea.018_run1_R1.fastq.gz,forward
Bgsng7115.m30_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7115.m30_run1_R2.fastq.gz,reverse
Bgsng7106.m27_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7106.m27_run1_R1.fastq.gz,forward
Bgsng8064.m30_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng8064.m30_run1_R2.fastq.gz,reverse
Bgsng7052.m36_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7052.m36_run1_R1.fastq.gz,forward
E.recovery.d009_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/E.recovery.d009_run1_R2.fastq.gz,reverse
Bgsng7204.m34_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7204.m34_run1_R1.fastq.gz,forward
A.diarrhea.087_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/A.diarrhea.087_run1_R2.fastq.gz,reverse
C.diarrhea.109_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/C.diarrhea.109_run1_R2.fastq.gz,reverse
F.diarrhea.028_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/F.diarrhea.028_run1_R2.fastq.gz,reverse
Bgsng7052.m27_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7052.m27_run1_R2.fastq.gz,reverse
Bgsng7128.m32_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7128.m32_run1_R1.fastq.gz,forward
Bgsng7071.m29_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7071.m29_run1_R1.fastq.gz,forward
C.diarrhea.084_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/C.diarrhea.084_run1_R2.fastq.gz,reverse
G.recovery.d016_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/G.recovery.d016_run1_R1.fastq.gz,forward
Bgsng7173.m35_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7173.m35_run1_R2.fastq.gz,reverse
C.recovery.d024_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/C.recovery.d024_run1_R1.fastq.gz,forward
F.diarrhea.027_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/F.diarrhea.027_run1_R1.fastq.gz,forward
Bgsng7018.m27_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7018.m27_run1_R1.fastq.gz,forward
B.diarrhea.039_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/B.diarrhea.039_run1_R2.fastq.gz,reverse
Bgsng7178.m26_run1,/home/ubuntu/users/duvallet/data/cholera/hsiao/raw_data/Bgsng7178.m26_run1_R1.fastq.gz,forward
