study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJNA388210	SRP108284	SAMN07172998	SRS2240012	SRX2869639	SRR5629098	SRA567729	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	Longman.FMT.003.Donor.Pool253.Integrated.20160426151506_1_16SV4_Ayvaz-p253		PAIRED	AMPLICON	METAGENOMIC	PCR	95290	47645000	SUB2717096	2017-11-09	2017-11-09	Illumina MiSeq sequencing; Longman.FMT.003.Donor.Pool253.Integrated	Fecal Microbiota Transplantation for Ulcerative Colitis	PRJNA388210	Longman.FMT.003.Donor.Pool253.Integrated.20160426151506_1_16SV4_Ayvaz-p253	Longman.FMT.003.Donor.Pool253.Integrated.1.fq.bz2	10072813;11904919	c1a7a1443c8b7d702c43b808c6d32464;e5d9a41e272b6ef10d3ba7e8232bd647	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/008/SRR5629098/SRR5629098_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/008/SRR5629098/SRR5629098_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/008/SRR5629098/SRR5629098_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/008/SRR5629098/SRR5629098_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/008/SRR5629098/SRR5629098_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/008/SRR5629098/SRR5629098_2.fastq.gz							27808311	73ffeace45c9983a90c55efe57f6a2a3	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/008/SRR5629098	fasp.sra.ebi.ac.uk:/vol1/srr/SRR562/008/SRR5629098	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/008/SRR5629098				Longman.FMT.003.Donor.Pool253.Integrated		Longman.FMT.003.Donor.Pool253.Integrated		2017-11-09
PRJNA388210	SRP108284	SAMN07172999	SRS2240011	SRX2869638	SRR5629099	SRA567729	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	Longman.FMT.004.W4.Pool253.Integrated.20160426151506_1_16SV4_Ayvaz-p253		PAIRED	AMPLICON	METAGENOMIC	PCR	90108	45054000	SUB2717096	2017-11-09	2017-11-09	Illumina MiSeq sequencing; Longman.FMT.004.W4.Pool253.Integrated	Fecal Microbiota Transplantation for Ulcerative Colitis	PRJNA388210	Longman.FMT.004.W4.Pool253.Integrated.20160426151506_1_16SV4_Ayvaz-p253	Longman.FMT.004.W4.Pool253.Integrated.1.fq.bz2	9457831;10878739	7eff668069a6d0394ee4c8652c62aec6;89e80c77ef6c86135ba191894794257e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/009/SRR5629099/SRR5629099_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/009/SRR5629099/SRR5629099_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/009/SRR5629099/SRR5629099_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/009/SRR5629099/SRR5629099_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/009/SRR5629099/SRR5629099_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/009/SRR5629099/SRR5629099_2.fastq.gz							26325906	e81a40256871b911379b858dceda7b81	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/009/SRR5629099	fasp.sra.ebi.ac.uk:/vol1/srr/SRR562/009/SRR5629099	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/009/SRR5629099				Longman.FMT.004.W4.Pool253.Integrated		Longman.FMT.004.W4.Pool253.Integrated		2017-11-09
PRJNA388210	SRP108284	SAMN07173000	SRS2240010	SRX2869637	SRR5629100	SRA567729	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	Longman.FMT.011.W2.Pool253.Integrated.20160426151506_1_16SV4_Ayvaz-p253		PAIRED	AMPLICON	METAGENOMIC	PCR	101264	50632000	SUB2717096	2017-11-09	2017-11-09	Illumina MiSeq sequencing; Longman.FMT.011.W2.Pool253.Integrated	Fecal Microbiota Transplantation for Ulcerative Colitis	PRJNA388210	Longman.FMT.011.W2.Pool253.Integrated.20160426151506_1_16SV4_Ayvaz-p253	Longman.FMT.011.W2.Pool253.Integrated.1.fq.bz2	10761699;12881948	c832bd6a14c478a6833f2751a276a573;1960b24c67530cb9c469480ce39fdcff	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/000/SRR5629100/SRR5629100_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/000/SRR5629100/SRR5629100_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/000/SRR5629100/SRR5629100_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/000/SRR5629100/SRR5629100_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/000/SRR5629100/SRR5629100_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/000/SRR5629100/SRR5629100_2.fastq.gz							29751257	9fddc4d84d4fa0ebb104350777e72a65	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/000/SRR5629100	fasp.sra.ebi.ac.uk:/vol1/srr/SRR562/000/SRR5629100	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/000/SRR5629100				Longman.FMT.011.W2.Pool253.Integrated		Longman.FMT.011.W2.Pool253.Integrated		2017-11-09
PRJNA388210	SRP108284	SAMN07173001	SRS2240009	SRX2869636	SRR5629101	SRA567729	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	Longman.FMT.004.W2.Pool253.Integrated.20160426151506_1_16SV4_Ayvaz-p253		PAIRED	AMPLICON	METAGENOMIC	PCR	97471	48735500	SUB2717096	2017-11-09	2017-11-09	Illumina MiSeq sequencing; Longman.FMT.004.W2.Pool253.Integrated	Fecal Microbiota Transplantation for Ulcerative Colitis	PRJNA388210	Longman.FMT.004.W2.Pool253.Integrated.20160426151506_1_16SV4_Ayvaz-p253	Longman.FMT.004.W2.Pool253.Integrated.1.fq.bz2	10669720;12361434	b98bb2c3df34addff3914197755753f3;70b36389def841a9cb382d72549d5996	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/001/SRR5629101/SRR5629101_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/001/SRR5629101/SRR5629101_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/001/SRR5629101/SRR5629101_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/001/SRR5629101/SRR5629101_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/001/SRR5629101/SRR5629101_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/001/SRR5629101/SRR5629101_2.fastq.gz							28666723	8493858775b59f34c97bef355c557211	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/001/SRR5629101	fasp.sra.ebi.ac.uk:/vol1/srr/SRR562/001/SRR5629101	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/001/SRR5629101				Longman.FMT.004.W2.Pool253.Integrated		Longman.FMT.004.W2.Pool253.Integrated		2017-11-09
PRJNA388210	SRP108284	SAMN07173002	SRS2240008	SRX2869635	SRR5629102	SRA567729	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	Longman.FMT.002.W4.Pool253.Integrated.20160426151506_1_16SV4_Ayvaz-p253		PAIRED	AMPLICON	METAGENOMIC	PCR	83881	41940500	SUB2717096	2017-11-09	2017-11-09	Illumina MiSeq sequencing; Longman.FMT.002.W4.Pool253.Integrated	Fecal Microbiota Transplantation for Ulcerative Colitis	PRJNA388210	Longman.FMT.002.W4.Pool253.Integrated.20160426151506_1_16SV4_Ayvaz-p253	Longman.FMT.002.W4.Pool253.Integrated.2.fq.bz2	9135968;10795715	ad52bca32eabc4fe1f98e55afd20fce4;05a5607721a8042fffb6ccb2b8af22f1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/002/SRR5629102/SRR5629102_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/002/SRR5629102/SRR5629102_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/002/SRR5629102/SRR5629102_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/002/SRR5629102/SRR5629102_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/002/SRR5629102/SRR5629102_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/002/SRR5629102/SRR5629102_2.fastq.gz							25188863	502ad80c1be4b24e71f71419f5ca563a	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/002/SRR5629102	fasp.sra.ebi.ac.uk:/vol1/srr/SRR562/002/SRR5629102	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/002/SRR5629102				Longman.FMT.002.W4.Pool253.Integrated		Longman.FMT.002.W4.Pool253.Integrated		2017-11-09
PRJNA388210	SRP108284	SAMN07173003	SRS2240007	SRX2869634	SRR5629103	SRA567729	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	Longman.FMT.011.W4.Pool253.Integrated.20160426151506_1_16SV4_Ayvaz-p253		PAIRED	AMPLICON	METAGENOMIC	PCR	87985	43992500	SUB2717096	2017-11-09	2017-11-09	Illumina MiSeq sequencing; Longman.FMT.011.W4.Pool253.Integrated	Fecal Microbiota Transplantation for Ulcerative Colitis	PRJNA388210	Longman.FMT.011.W4.Pool253.Integrated.20160426151506_1_16SV4_Ayvaz-p253	Longman.FMT.011.W4.Pool253.Integrated.2.fq.bz2	9204693;11035696	4af749a3d0e5aa61a98154e100c88130;ee06cfa4e1c7d02a591a3ea26373234f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/003/SRR5629103/SRR5629103_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/003/SRR5629103/SRR5629103_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/003/SRR5629103/SRR5629103_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/003/SRR5629103/SRR5629103_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/003/SRR5629103/SRR5629103_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/003/SRR5629103/SRR5629103_2.fastq.gz							25854076	86a100b8017f415f08c468e8d8a021a3	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/003/SRR5629103	fasp.sra.ebi.ac.uk:/vol1/srr/SRR562/003/SRR5629103	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/003/SRR5629103				Longman.FMT.011.W4.Pool253.Integrated		Longman.FMT.011.W4.Pool253.Integrated		2017-11-09
PRJNA388210	SRP108284	SAMN07173027	SRS2240006	SRX2869633	SRR5629104	SRA567729	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	Longman.FMT.024.Donor.Project8161017_M70287_0051_000000000-ARWJ2.Ayvaz.p289		PAIRED	AMPLICON	METAGENOMIC	PCR	31910	15955000	SUB2717096	2017-11-09	2017-11-09	Illumina MiSeq sequencing; Longman.FMT.024.Donor.Project8	Fecal Microbiota Transplantation for Ulcerative Colitis	PRJNA388210	Longman.FMT.024.Donor.Project8161017_M70287_0051_000000000-ARWJ2.Ayvaz.p289	Longman.FMT.024.Donor.Project8.1.fq.bz2	3369748;4238714	24da90f766073e1cfc4b05a5269b70c7;4c4d25b93be21531257e622df4499f04	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/004/SRR5629104/SRR5629104_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/004/SRR5629104/SRR5629104_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/004/SRR5629104/SRR5629104_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/004/SRR5629104/SRR5629104_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/004/SRR5629104/SRR5629104_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/004/SRR5629104/SRR5629104_2.fastq.gz							9571996	d5a7dd79fabae9e580e991d7d3f9c937	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/004/SRR5629104	fasp.sra.ebi.ac.uk:/vol1/srr/SRR562/004/SRR5629104	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/004/SRR5629104				Longman.FMT.024.Donor.Project8		Longman.FMT.024.Donor.Project8		2017-11-09
PRJNA388210	SRP108284	SAMN07173029	SRS2240005	SRX2869632	SRR5629105	SRA567729	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	Longman.FMT.027.W2.stool.Project8161017_M70287_0051_000000000-ARWJ2.Ayvaz.p289		PAIRED	AMPLICON	METAGENOMIC	PCR	32859	16429500	SUB2717096	2017-11-09	2017-11-09	Illumina MiSeq sequencing; Longman.FMT.027.W2.stool.Project8	Fecal Microbiota Transplantation for Ulcerative Colitis	PRJNA388210	Longman.FMT.027.W2.stool.Project8161017_M70287_0051_000000000-ARWJ2.Ayvaz.p289	Longman.FMT.027.W2.stool.Project8.2.fq.bz2	3453437;4510302	0b8e31cfad018a7a09b6a385e459b207;ad707a1a882d9dfd3756d3da941220ac	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/005/SRR5629105/SRR5629105_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/005/SRR5629105/SRR5629105_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/005/SRR5629105/SRR5629105_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/005/SRR5629105/SRR5629105_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/005/SRR5629105/SRR5629105_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/005/SRR5629105/SRR5629105_2.fastq.gz							9922018	d5be4a54f73fa8fccd73b8ab818cc174	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/005/SRR5629105	fasp.sra.ebi.ac.uk:/vol1/srr/SRR562/005/SRR5629105	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/005/SRR5629105				Longman.FMT.027.W2.stool.Project8		Longman.FMT.027.W2.stool.Project8		2017-11-09
PRJNA388210	SRP108284	SAMN07172994	SRS2240004	SRX2869631	SRR5629106	SRA567729	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	Longman.FMT.002.Pre.Pool253.Integrated.20160426151506_1_16SV4_Ayvaz-p253		PAIRED	AMPLICON	METAGENOMIC	PCR	99546	49773000	SUB2717096	2017-11-09	2017-11-09	Illumina MiSeq sequencing; Longman.FMT.002.Pre.Pool253.Integrated	Fecal Microbiota Transplantation for Ulcerative Colitis	PRJNA388210	Longman.FMT.002.Pre.Pool253.Integrated.20160426151506_1_16SV4_Ayvaz-p253	Longman.FMT.002.Pre.Pool253.Integrated.2.fq.bz2	10288770;12799025	e9fc018a88fcafc35d4b63c40a1e90f2;29836194048accb4914213086392ac2f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/006/SRR5629106/SRR5629106_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/006/SRR5629106/SRR5629106_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/006/SRR5629106/SRR5629106_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/006/SRR5629106/SRR5629106_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/006/SRR5629106/SRR5629106_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/006/SRR5629106/SRR5629106_2.fastq.gz							29784302	a3ee55df96eda8364230d7d746cd1dd3	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/006/SRR5629106	fasp.sra.ebi.ac.uk:/vol1/srr/SRR562/006/SRR5629106	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/006/SRR5629106				Longman.FMT.002.Pre.Pool253.Integrated		Longman.FMT.002.Pre.Pool253.Integrated		2017-11-09
PRJNA388210	SRP108284	SAMN07173023	SRS2240003	SRX2869630	SRR5629107	SRA567729	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	Longman.FMT.004.Donor.Pool253.Integrated.20160426151506_1_16SV4_Ayvaz-p253		PAIRED	AMPLICON	METAGENOMIC	PCR	90196	45098000	SUB2717096	2017-11-09	2017-11-09	Illumina MiSeq sequencing; Longman.FMT.004.Donor.Pool253.Integrated	Fecal Microbiota Transplantation for Ulcerative Colitis	PRJNA388210	Longman.FMT.004.Donor.Pool253.Integrated.20160426151506_1_16SV4_Ayvaz-p253	Longman.FMT.004.Donor.Pool253.Integrated.1.fq.bz2	9434389;11497685	9e1ebb7339192cccc9785308c3c1cb38;a349ba7d3ba2bde1ee4766e646a66f99	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/007/SRR5629107/SRR5629107_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/007/SRR5629107/SRR5629107_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/007/SRR5629107/SRR5629107_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/007/SRR5629107/SRR5629107_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/007/SRR5629107/SRR5629107_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/007/SRR5629107/SRR5629107_2.fastq.gz							26471308	9c236ac78a09aea20a5fa8fc6164a036	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/007/SRR5629107	fasp.sra.ebi.ac.uk:/vol1/srr/SRR562/007/SRR5629107	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/007/SRR5629107				Longman.FMT.004.Donor.Pool253.Integrated		Longman.FMT.004.Donor.Pool253.Integrated		2017-11-09
PRJNA388210	SRP108284	SAMN07173026	SRS2240001	SRX2869629	SRR5629108	SRA567729	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	Longman.FMT.028.Pre.Stool.Project8161017_M70287_0051_000000000-ARWJ2.Ayvaz.p289		PAIRED	AMPLICON	METAGENOMIC	PCR	42966	21483000	SUB2717096	2017-11-09	2017-11-09	Illumina MiSeq sequencing; Longman.FMT.028.Pre.Stool.Project8	Fecal Microbiota Transplantation for Ulcerative Colitis	PRJNA388210	Longman.FMT.028.Pre.Stool.Project8161017_M70287_0051_000000000-ARWJ2.Ayvaz.p289	Longman.FMT.028.Pre.Stool.Project8.1.fq.bz2	4183715;5684374	e846961fabf86cf70a3b161af0ad787b;08fdfd12abb0a73e077268689144285f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/008/SRR5629108/SRR5629108_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/008/SRR5629108/SRR5629108_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/008/SRR5629108/SRR5629108_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/008/SRR5629108/SRR5629108_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/008/SRR5629108/SRR5629108_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/008/SRR5629108/SRR5629108_2.fastq.gz							12840085	0d784bfe5ae1b9aa76e9fc70219882d8	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/008/SRR5629108	fasp.sra.ebi.ac.uk:/vol1/srr/SRR562/008/SRR5629108	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/008/SRR5629108				Longman.FMT.028.Pre.Stool.Project8		Longman.FMT.028.Pre.Stool.Project8		2017-11-09
PRJNA388210	SRP108284	SAMN07172990	SRS2240002	SRX2869628	SRR5629109	SRA567729	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	Longman.FMT.005.Pre.Pool253.Integrated.20160426151506_1_16SV4_Ayvaz-p253		PAIRED	AMPLICON	METAGENOMIC	PCR	97759	48879500	SUB2717096	2017-11-09	2017-11-09	Illumina MiSeq sequencing; Longman.FMT.005.Pre.Pool253.Integrated	Fecal Microbiota Transplantation for Ulcerative Colitis	PRJNA388210	Longman.FMT.005.Pre.Pool253.Integrated.20160426151506_1_16SV4_Ayvaz-p253	Longman.FMT.005.Pre.Pool253.Integrated.2.fq.bz2	9943842;12301785	3d80b460d5d9d8007d756591a14b1669;1a964e86bed434d5c8de6a2dc5a2dfef	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/009/SRR5629109/SRR5629109_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/009/SRR5629109/SRR5629109_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/009/SRR5629109/SRR5629109_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/009/SRR5629109/SRR5629109_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/009/SRR5629109/SRR5629109_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/009/SRR5629109/SRR5629109_2.fastq.gz							28856022	268347fcf630604b6d22851d26317963	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/009/SRR5629109	fasp.sra.ebi.ac.uk:/vol1/srr/SRR562/009/SRR5629109	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/009/SRR5629109				Longman.FMT.005.Pre.Pool253.Integrated		Longman.FMT.005.Pre.Pool253.Integrated		2017-11-09
PRJNA388210	SRP108284	SAMN07172991	SRS2240000	SRX2869627	SRR5629110	SRA567729	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	Longman.FMT.002.W2.Pool253.Integrated.20160426151506_1_16SV4_Ayvaz-p253		PAIRED	AMPLICON	METAGENOMIC	PCR	101100	50550000	SUB2717096	2017-11-09	2017-11-09	Illumina MiSeq sequencing; Longman.FMT.002.W2.Pool253.Integrated	Fecal Microbiota Transplantation for Ulcerative Colitis	PRJNA388210	Longman.FMT.002.W2.Pool253.Integrated.20160426151506_1_16SV4_Ayvaz-p253	Longman.FMT.002.W2.Pool253.Integrated.2.fq.bz2	11022243;13019763	6591488febcf32c4588e2082403bb7c0;365d8ff9a94dcb669c9c63ace6a677d2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/000/SRR5629110/SRR5629110_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/000/SRR5629110/SRR5629110_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/000/SRR5629110/SRR5629110_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/000/SRR5629110/SRR5629110_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/000/SRR5629110/SRR5629110_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/000/SRR5629110/SRR5629110_2.fastq.gz							30391270	0edca741c7de3de5ef2e6f00a40841ac	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/000/SRR5629110	fasp.sra.ebi.ac.uk:/vol1/srr/SRR562/000/SRR5629110	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/000/SRR5629110				Longman.FMT.002.W2.Pool253.Integrated		Longman.FMT.002.W2.Pool253.Integrated		2017-11-09
PRJNA388210	SRP108284	SAMN07172992	SRS2239999	SRX2869626	SRR5629111	SRA567729	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	Longman.FMT.011.Pre.Pool253.Integrated.20160426151506_1_16SV4_Ayvaz-p253		PAIRED	AMPLICON	METAGENOMIC	PCR	75728	37864000	SUB2717096	2017-11-09	2017-11-09	Illumina MiSeq sequencing; Longman.FMT.011.Pre.Pool253.Integrated	Fecal Microbiota Transplantation for Ulcerative Colitis	PRJNA388210	Longman.FMT.011.Pre.Pool253.Integrated.20160426151506_1_16SV4_Ayvaz-p253	Longman.FMT.011.Pre.Pool253.Integrated.2.fq.bz2	7726442;8999461	ce73331553ddb173d23a4d1f6b695728;2057f82a01c4b38b6d3fa9d3d370f27d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/001/SRR5629111/SRR5629111_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/001/SRR5629111/SRR5629111_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/001/SRR5629111/SRR5629111_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/001/SRR5629111/SRR5629111_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/001/SRR5629111/SRR5629111_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/001/SRR5629111/SRR5629111_2.fastq.gz							22007545	2eb3ef3552f8fe571cc0d0f1c2988879	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/001/SRR5629111	fasp.sra.ebi.ac.uk:/vol1/srr/SRR562/001/SRR5629111	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/001/SRR5629111				Longman.FMT.011.Pre.Pool253.Integrated		Longman.FMT.011.Pre.Pool253.Integrated		2017-11-09
PRJNA388210	SRP108284	SAMN07172993	SRS2239998	SRX2869625	SRR5629112	SRA567729	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	Longman.FMT.004.Pre.Pool253.Integrated.20160426151506_1_16SV4_Ayvaz-p253		PAIRED	AMPLICON	METAGENOMIC	PCR	93023	46511500	SUB2717096	2017-11-09	2017-11-09	Illumina MiSeq sequencing; Longman.FMT.004.Pre.Pool253.Integrated	Fecal Microbiota Transplantation for Ulcerative Colitis	PRJNA388210	Longman.FMT.004.Pre.Pool253.Integrated.20160426151506_1_16SV4_Ayvaz-p253	Longman.FMT.004.Pre.Pool253.Integrated.1.fq.bz2	9510648;11476317	876a676ddc711c554decd201bae253dc;ee7c881c9da932eb2bfc4f09ff6e06c8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/002/SRR5629112/SRR5629112_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/002/SRR5629112/SRR5629112_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/002/SRR5629112/SRR5629112_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR562/002/SRR5629112/SRR5629112_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/002/SRR5629112/SRR5629112_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR562/002/SRR5629112/SRR5629112_2.fastq.gz							27281619	ff50496d92e3c652f24ab127d7a39dfa	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/002/SRR5629112	fasp.sra.ebi.ac.uk:/vol1/srr/SRR562/002/SRR5629112	ftp.sra.ebi.ac.uk/vol1/srr/SRR562/002/SRR5629112				Longman.FMT.004.Pre.Pool253.Integrated		Longman.FMT.004.Pre.Pool253.Integrated		2017-11-09
